"";"siren";"siret";"activitePrincipaleUniteLegale";"trancheEffectifsEtablissement";"denominationUniteLegale";"categorieEntreprise";"typeVoieEtablissement";"libelleVoieEtablissement";"codePostalEtablissement";"libelleCommuneEtablissement"
"788";"425102811";"42510281100022";"47.78C";"02";"MAGDA DANYSZ";"PME";"RUE";"AMELOT";"75011";"PARIS 11"
"789";"425108016";"42510801600022";"58.11Z";"NN";"ARS REGIA";"PME";"RUE";"DES BALANCES D OR";"86000";"POITIERS"
"790";"425111663";"42511166300026";"87.30A";"12";"MAISON DE RETRAITE L'ERMITAGE";"PME";"RUE";"DE LA MOTTE";"03000";"MOULINS"
"791";"425125853";"42512585300019";"87.10A";"12";"ASSOCIATION LES AMIS DE BETHANIE";"PME";"RUE";"DES ANCIENS D'AFN";"36180";"PELLEVOISIN"
"792";"425520376";"42552037600228";"58.13Z";"22";"L YONNE REPUBLICAINE";"ETI";"AV";"JEAN MERMOZ";"89000";"AUXERRE"
"793";"428083315";"42808331500013";"91.02Z";"03";"REGIE AUTON.  MUSEE D'ART CONTEMPORAIN";"PME";"PL";"DE LA MAISON CARREE";"30000";"NIMES"
"794";"428104012";"42810401200128";"62.02A";"31";"VISEO";"ETI";"QUAI";"ALPHONSE LE GALLO";"92100";"BOULOGNE-BILLANCOURT"
"795";"428127625";"42812762500013";"94.99Z";"12";"CALADE CENTRE SOCIOCULTUREL INTERCOM";"PME";"RUE";"DE LA POTERIE";"30250";"SOMMIERES"
"796";"428139968";"42813996800013";"94.20Z";"0";"COMITE ENTREPRISE CLINIQUE DE LA BORDE";"";"RTE";"DE TOUR EN SOLOGNE";"41700";"COUR-CHEVERNY"
"797";"428201743";"42820174300013";"94.99Z";"02";"ADA PRO LANGUEDOC ROUSSILLON";"";"";"MAS DE SAPORTA";"34970";"LATTES"
"798";"428267249";"42826724900020";"70.10Z";"41";"CASINO SERVICES";"GE";"CRS";"ANTOINE GUICHARD";"42000";"SAINT-ETIENNE"
"799";"428268023";"42826802300010";"47.11F";"NN";"DISTRIBUTION CASINO FRANCE";"GE";"RUE";"DE LA MONTAT";"42100";"SAINT-ETIENNE"
"800";"428268023";"42826802303139";"47.11F";"31";"DISTRIBUTION CASINO FRANCE";"GE";"AV";"DE BREDASQUE";"13090";"AIX-EN-PROVENCE"
"801";"428268023";"42826802339166";"47.11F";"31";"DISTRIBUTION CASINO FRANCE";"GE";"PL";"ODYSSEUM";"34000";"MONTPELLIER"
"802";"428276448";"42827644800043";"73.11Z";"03";"VISIONS NOUVELLES";"PME";"AV";"VILLENEUVE D ANGOULEME";"34070";"MONTPELLIER"
"803";"428492946";"42849294600028";"90.01Z";"NN";"";"PME";"RUE";"DU JAVELOT";"75013";"PARIS 13"
"804";"428516363";"42851636300028";"90.03A";"NN";"";"PME";"RUE";"DE LA FONTAINE AU ROI";"75011";"PARIS 11"
"805";"428579619";"42857961900050";"94.99Z";"02";"ASS. DES CAUSSES MERIDIONAUX";"PME";"RTE";"DE ST PIERRE";"34520";"LE CAYLAR"
"806";"428580864";"42858086400026";"94.99Z";"02";"BGE PAYS DE LUNEL";"PME";"AV";"LOUIS LUMIERE";"34400";"LUNEL"
"807";"428597850";"42859785000026";"58.11Z";"01";"CASSI EDITION";"PME";"CITE";"DUPETIT THOUARS";"75003";"PARIS 3"
"808";"428607881";"42860788100011";"87.10A";"21";"LA COLOMBE";"GE";"RUE";"DES FAUVETTES";"34770";"GIGEAN"
"809";"428612014";"42861201400020";"85.59B";"02";"CLE ANGLAISE";"PME";"RUE";"LEON BLUM";"34000";"MONTPELLIER"
"810";"428625008";"42862500800019";"58.19Z";"NN";"LES EDITIONS DU SEKOYA";"PME";"RUE";"ISENBART";"25000";"BESANCON"
"811";"428636070";"42863607000024";"87.10A";"12";"RESIDENCE LES AIGUEILLERES";"PME";"CHE";"DES AIGUEILLERES";"34980";"MONTFERRIER-SUR-LEZ"
"812";"428677207";"42867720700014";"94.99Z";"NN";"GROUPE LOCAL CIMADE DE MONTPELLIER";"";"RUE";"SAINT LOUIS";"34000";"MONTPELLIER"
"813";"428685358";"42868535801245";"81.21Z";"32";"SAMSIC II";"GE";"RUE";"EMILE JULIEN";"34070";"MONTPELLIER"
"814";"428706097";"42870609701129";"61.20Z";"NN";"ORANGE FRANCE";"";"RUE";"EUCLIDE";"34000";"MONTPELLIER"
"815";"428736219";"42873621900059";"87.30A";"0";"SGMR";"ETI";"TRA";"FAVANT";"13016";"MARSEILLE 16"
"816";"428764500";"42876450000172";"33.11Z";"00";"AREVA NP";"GE";"TRA";"D AUBAGNAC";"30200";"BAGNOLS-SUR-CEZE"
"817";"428771778";"42877177800027";"58.11Z";"21";"BAYARD EDITIONS";"ETI";"RUE";"BARBES";"92120";"MONTROUGE"
"818";"428787188";"42878718800021";"58.14Z";"21";"LES EDITIONS INDEPENDANTES";"PME";"RUE";"SAINT SABIN";"75011";"PARIS 11"
"819";"428799779";"42879977900023";"73.11Z";"11";"PUBLICARA";"PME";"";"ZA DU MANHITY";"97232";"LE LAMENTIN"
"820";"428806343";"42880634300029";"43.22B";"12";"CLIMAVIE";"PME";"RUE";"HENRI FABRE";"34130";"MAUGUIO"
"821";"428822852";"42882285200136";"86.90C";"31";"ETABLISSEMENT FRANCAIS DU SANG";"GE";"BD";"BAILLE";"13005";"MARSEILLE 5"
"822";"428822852";"42882285200151";"86.90C";"22";"ETABLISSEMENT FRANCAIS DU SANG";"GE";"AV";"DE GRANDE BRETAGNE";"31300";"TOULOUSE"
"823";"428822852";"42882285202454";"86.90C";"22";"ETABLISSEMENT FRANCAIS DU SANG";"GE";"AV";"PR JEAN LOUIS VIALA";"34090";"MONTPELLIER"
"824";"428877914";"42887791400013";"79.90Z";"03";"OFFICE MUNICIPAL DU TOURISME";"PME";"";"MAISON DU ROY";"13520";"LES BAUX-DE-PROVENCE"
"825";"428899827";"42889982700011";"47.71Z";"02";"GEOCARIE";"PME";"AV";"DE LA VOIE DOMITIENNE";"34500";"BEZIERS"
"826";"428947758";"42894775800028";"94.99Z";"02";"ASS.GR.FRANCAIS EDUC.NOUVELLE LANGUEDOC";"PME";"";"LE GRAND MAIL";"34080";"MONTPELLIER"
"827";"429023534";"42902353400010";"81.21Z";"02";"MOERLAND SERVICES";"PME";"RTE";"DE ST CHINIAN";"34360";"PRADES-SUR-VERNAZOBRE"
"828";"429084171";"42908417100017";"87.90A";"11";"ASSO GILBERT GUY - BERGERIE DE FAUCON";"PME";"";"BERGERIE DE FAUCON";"04120";"ROUGON"
"829";"429092034";"42909203400025";"56.10A";"01";"";"PME";"AV";"DU GAL DE GAULLE";"66500";"PRADES"
"830";"429114069";"42911406900025";"88.10A";"12";"ASS LOCALE ADMR LES CAPITELLES";"PME";"ALL";"NORBERT WIENER";"30000";"NIMES"
"831";"429124597";"42912459700049";"93.12Z";"0";"BEZIERS RUGBY";"PME";"AV";"DES OLYMPIADES";"34500";"BEZIERS"
"832";"429198005";"42919800500036";"49.39A";"12";"VECTALIA FRANCE";"ETI";"RUE";"SANTOS DUMONT";"66000";"PERPIGNAN"
"833";"429309354";"42930935400018";"58.14Z";"22";"STUDYRAMA";"PME";"RUE";"CAMILLE PELLETAN";"92300";"LEVALLOIS-PERRET"
"834";"429332174";"42933217400052";"88.99B";"11";"POINT RENCONTRE DE BORDEAUX";"PME";"RUE";"PRESIDENT KENNEDY";"33110";"LE BOUSCAT"
"835";"429425325";"42942532500025";"90.01Z";"01";"ASSOCIATION  LES PERLES DE VERRE";"PME";"RUE";"DOM VAISSETTE";"34000";"MONTPELLIER"
"836";"429475809";"42947580900035";"94.99Z";"01";"FRANCE ALZHEIMER GARD";"PME";"PL";"DU CALVAIRE";"30320";"MARGUERITTES"
"837";"429518897";"42951889700013";"70.22Z";"12";"GEOMETRIE VARIABLE";"PME";"AV";"ALBERT EINSTEIN";"34000";"MONTPELLIER"
"838";"429524093";"42952409300011";"94.99Z";"NN";"ASSOCIATION LES AMIS DE DALAT...";"";"RUE";"CHRISTIAN DIOR";"34090";"MONTPELLIER"
"839";"429527989";"42952798900025";"79.90Z";"11";"OFFICE DU TOURISME";"PME";"PL";"DU BEFFROI";"12100";"MILLAU"
"840";"429528904";"42952890400023";"60.20B";"21";"LA CHAINE PARLEMENTAIRE-SENAT";"PME";"RUE";"DE VAUGIRARD";"75006";"PARIS 6"
"841";"429546575";"42954657500060";"70.22Z";"12";"PERSPECTIVES";"PME";"RUE";"DU DOCTEUR BAILLAT";"66100";"PERPIGNAN"
"842";"429583735";"42958373500023";"94.99Z";"NN";"ASS OFFRES ET DEMANDES";"PME";"RUE";"GENERAL CAVALIER";"30270";"SAINT-JEAN-DU-GARD"
"843";"429599053";"42959905300031";"88.10A";"00";"SENIORS PRESENCE";"PME";"RUE";"CASTILHON";"34000";"MONTPELLIER"
"844";"429699804";"42969980400028";"72.20Z";"01";"INST NAT RECH HIST ECO SOCIALES  CULT.";"PME";"RUE";"ROMAIN ROLLAND";"93260";"LES LILAS"
"845";"429720444";"42972044400034";"84.13Z";"11";"MISSION LOCALE JEUNES RHONE ET ARGENCE";"PME";"RUE";"LEDRU ROLLIN";"30300";"BEAUCAIRE"
"846";"429743206";"42974320600048";"77.11A";"11";"DUTYCAR";"PME";"";"LES GRANDS CHAMPS";"41000";"SAINT-DENIS-SUR-LOIRE"
"847";"429777873";"42977787300051";"94.99Z";"02";"LE CHEVRE-FEUILLE ETOILEE";"PME";"";"COUR LIBERAL BRUANT";"34080";"MONTPELLIER"
"848";"429782006";"42978200600044";"85.59A";"22";"E-LEARNING";"PME";"RUE";"DU PORT AUX VINS";"92150";"SURESNES"
"849";"429853351";"42985335100105";"25.62B";"22";"MECACHROME FRANCE";"ETI";"RUE";"DE SAINT REGLE";"37400";"AMBOISE"
"850";"429864648";"42986464800028";"85.42Z";"12";"ACFA-MULTIMEDIA";"PME";"AV";"DE TOULOUSE";"34070";"MONTPELLIER"
"851";"429921497";"42992149700039";"85.59A";"0";"";"PME";"RTE";"DU LAC DE SIGURET";"05200";"SAINT ANDRE D'EMBRUN"
"852";"429947013";"42994701300026";"60.20B";"21";"LA CHAINE PARLEMENTAIRE-ASSEMBLEE NATIONALE";"PME";"RUE";"DE L'UNIVERSITE";"75007";"PARIS 7"
"853";"429955297";"42995529701980";"78.20Z";"03";"MANPOWER FRANCE";"GE";"BD";"JEAN JAURES";"13300";"SALON-DE-PROVENCE"
"854";"429955297";"42995529703341";"78.20Z";"02";"MANPOWER FRANCE";"GE";"RTE";"NATIONALE 113";"34400";"LUNEL-VIEL"
"855";"429955297";"42995529706716";"78.20Z";"11";"MANPOWER FRANCE";"GE";"RUE";"HELENE BOUCHER";"34130";"MAUGUIO"
"856";"429955297";"42995529710460";"78.20Z";"02";"MANPOWER FRANCE";"GE";"RUE";"JACQUARD";"11100";"NARBONNE"
"857";"429955297";"42995529712359";"78.20Z";"41";"MANPOWER FRANCE";"GE";"RUE";"ERNEST RENAN";"92000";"NANTERRE"
"858";"429955297";"42995529712938";"78.20Z";"11";"MANPOWER FRANCE";"GE";"AV";"DE LA GARE";"84000";"AVIGNON"
"859";"429955297";"42995529713498";"78.20Z";"01";"MANPOWER FRANCE";"GE";"AV";"DE LA GARE";"84000";"AVIGNON"
"860";"429956907";"42995690700019";"79.12Z";"NN";"CONTINENTS INSOLITES FRANCE";"ETI";"QUAI";"ARLOING";"69009";"LYON 9EME"
"861";"430016345";"43001634500026";"94.99Z";"02";"ASSOCIATION APARSA";"PME";"RUE";"PIERRE BOISSIER";"34070";"MONTPELLIER"
"862";"430084996";"43008499600023";"46.90Z";"NN";"INCAPS DESIGN";"PME";"RUE";"DU LANTISSARGUES";"34970";"LATTES"
"863";"430088583";"43008858300066";"94.99Z";"02";"SUR LES AILES DU LUTIN";"PME";"BD";"PAUL VALERY";"34070";"MONTPELLIER"
"864";"430098640";"43009864000047";"94.99Z";"NN";"KAINA";"PME";"SQ";"NEPTUNE";"34080";"MONTPELLIER"
"865";"430098640";"43009864000054";"94.99Z";"02";"KAINA";"PME";"AV";"DE LOUISVILLE";"34080";"MONTPELLIER"
"866";"430121723";"43012172300026";"84.13Z";"12";"MDE CONVERGENCE ENTREPRENEURS";"PME";"RUE";"AUGUSTE RENOIR";"93600";"AULNAY-SOUS-BOIS"
"867";"430159822";"43015982200013";"90.01Z";"12";"COLLECTION LAMBERT EN AVIGNON";"PME";"RUE";"VIOLETTE";"84000";"AVIGNON"
"868";"430171058";"43017105800117";"84.30A";"22";"UNION GEST ETS CAIS ASS MAL PACA CORSE";"ETI";"CHE";"DES HAUTES GINESTIERES";"06270";"VILLENEUVE-LOUBET"
"869";"430171058";"43017105800299";"84.30A";"21";"UNION GEST ETS CAIS ASS MAL PACA CORSE";"ETI";"RPT";"DE L AMITIE";"84200";"CARPENTRAS"
"870";"430171058";"43017105800372";"84.30A";"11";"UNION GEST ETS CAIS ASS MAL PACA CORSE";"ETI";"BD";"DE LA GAYE";"13009";"MARSEILLE 9"
"871";"430223321";"43022332100026";"94.99Z";"02";"ASS INTER PARCS DU MASSIF CENTRAL";"PME";"RUE";"BENAY";"42410";"PELUSSIN"
"872";"430360727";"43036072700209";"52.29B";"02";"SAS MALHERBE TRANSPORTS";"ETI";"RUE";"DE GAILLAT";"64990";"LAHONCE"
"873";"430384180";"43038418000013";"47.11D";"22";"LOCOMA";"PME";"AV";"GENERAL DE GAULLE";"34700";"LODEVE"
"874";"430448118";"43044811800017";"86.90F";"NN";"";"PME";"AV";"MAL JOFFRE";"66240";"SAINT-ESTEVE"
"875";"431232156";"43123215600031";"90.01Z";"01";"THALIE";"PME";"RUE";"DE SAUSSURE";"75017";"PARIS 17"
"876";"431249861";"43124986100011";"43.22A";"12";"SARL LES ETS CAZES";"PME";"RUE";"DES COQUELICOTS";"66300";"THUIR"
"877";"431270685";"43127068500040";"90.01Z";"00";"ASS COMPAGNIE LA NUIT REMUE";"PME";"RUE";"FRANCOIS PERIER";"34070";"MONTPELLIER"
"878";"431309897";"43130989700046";"62.02A";"21";"METANEXT";"PME";"AV";"ANDRE MORIZET";"92100";"BOULOGNE-BILLANCOURT"
"879";"431345248";"43134524800030";"63.91Z";"02";"POULAIN & PROUST COMMUNICATION";"PME";"RUE";"MONTMARTRE";"75001";"PARIS 1"
"880";"431345362";"43134536200021";"62.01Z";"11";"VITISPHERE";"ETI";"AV";"DE LA POMPIGNANE";"34000";"MONTPELLIER"
"881";"431359033";"43135903300021";"58.11Z";"01";"AU DIABLE VAUVERT";"PME";"";"LA LAUNE";"30600";"VAUVERT"
"882";"431373471";"43137347100082";"73.12Z";"32";"FIGARO CLASSIFIEDS";"GE";"BD";"HAUSSMANN";"75009";"PARIS 9"
"883";"431442771";"43144277100355";"52.29B";"03";"CEVA FREIGHT MANAGEMENT FRANCE";"ETI";"AV";"DIDIER DAURAT";"31700";"BLAGNAC"
"884";"431538149";"43153814900029";"77.21Z";"01";"ATHOME";"PME";"AV";"CLOVIS HUGUES";"84480";"BONNIEUX"
"885";"431549260";"43154926000054";"85.59A";"02";"SUD FORMATION CONSEIL";"PME";"RUE";"BIGOT";"30900";"NIMES"
"886";"431569896";"43156989600019";"71.11Z";"11";"GRAND ANGLE";"PME";"PL";"DU HUIT MAI 1945";"34000";"MONTPELLIER"
"887";"431594787";"43159478700027";"90.03A";"0";"";"PME";"RUE";"DU MAS DE PORTAL";"34970";"LATTES"
"888";"431791672";"43179167200717";"65.12Z";"NN";"LA MUTUELLE DES ETUDIANTS";"PME";"RUE";"MARCEAU";"94200";"IVRY-SUR-SEINE"
"889";"431903319";"43190331900041";"82.99Z";"02";"C-ISOP";"PME";"RUE";"ANATOLE FRANCE";"69100";"VILLEURBANNE"
"890";"431947738";"43194773800032";"90.01Z";"0";"CFB 451";"PME";"RUE";"DU 14 JUILLET";"94270";"LE KREMLIN-BICETRE"
"891";"431962976";"43196297600046";"55.30Z";"01";"INDIGO";"ETI";"ALL";"DES SABLEAUX";"85330";"NOIRMOUTIER EN L'ILE"
"892";"431968601";"43196860100010";"87.90B";"21";"FONDATION DE L ARMEE DU SALUT";"ETI";"RUE";"DES FRERES FLAVIEN";"75020";"PARIS 20"
"893";"431968601";"43196860100515";"87.90B";"21";"FONDATION DE L ARMEE DU SALUT";"ETI";"RUE";"DE NAZARETH";"34090";"MONTPELLIER"
"894";"431968601";"43196860100812";"87.90B";"21";"FONDATION DE L ARMEE DU SALUT";"ETI";"RUE";"DU CHATEAU";"68580";"SEPPOIS-LE-BAS"
"895";"431995190";"43199519000029";"60.10Z";"02";"ASS DEVELOPPEMENT OUTIL RADIOPHONIQUE ETUDIANT MONTPELLIER";"PME";"RUE";"DES ACACIAS";"34090";"MONTPELLIER"
"896";"432055556";"43205555600067";"59.11A";"01";"CAMERA AU POING";"PME";"AV";"DU GENERAL DE GAULLE";"09000";"FOIX"
"897";"432056661";"43205666100023";"90.01Z";"NN";"";"PME";"PL";"DU GRAND MARCHE";"37000";"TOURS"
"898";"432123735";"43212373500297";"70.22Z";"22";"ADP GSI FRANCE";"ETI";"AV";"DE L ESC NORMANDIE NIEMEN";"31700";"BLAGNAC"
"899";"432225191";"43222519100019";"94.99Z";"NN";"ASSOCIATION SIMON ECOLE";"";"RUE";"DE LA MEDITERRANEE";"34070";"MONTPELLIER"
"900";"432302768";"43230276800028";"59.11B";"02";"TWISTER EVENTS";"PME";"PL";"PAUL VERLAINE";"92100";"BOULOGNE-BILLANCOURT"
"901";"432376275";"43237627500025";"59.11A";"00";"PARACHUTE";"PME";"BD";"RASPAIL";"75006";"PARIS 6"
"902";"432377091";"43237709100025";"90.01Z";"00";"THE SERIOUS ROAD TRIP-CONNEX. HUMANITAIR";"PME";"FG";"RIVOTTE";"25000";"BESANCON"
"903";"432426906";"43242690600033";"94.99Z";"12";"ESPOIR AUTISME CORSE";"PME";"CHE";"DE ZUCCULANA";"20620";"BIGUGLIA"
"904";"432480598";"43248059800106";"85.42Z";"00";"DIDEROT EDUCATION CAMPUS";"PME";"RUE";"DU CARRE DU ROI";"34000";"MONTPELLIER"
"905";"432564466";"43256446600014";"85.20Z";"01";"CALANDRETA CANDOLA";"PME";"RUE";"D AIGREFEUILLE";"34000";"MONTPELLIER"
"906";"432597276";"43259727600034";"59.11B";"11";"SATELLITE MULTIMEDIA SARL";"PME";"IMP";"MAC GAFFEY";"34070";"MONTPELLIER"
"907";"432646818";"43264681800026";"63.12Z";"01";"STANCE KITEBOARDING ATTITUDE";"PME";"RUE";"CHRISTIAN ANDRE BENOIT";"34670";"BAILLARGUES"
"908";"432697589";"43269758900013";"18.13Z";"NN";"VOX LINEA";"PME";"RUE";"SAINT GEORGES";"69005";"LYON 5EME"
"909";"432746238";"43274623800026";"94.20Z";"01";"UNION LOCALE DES SYN DE CGT";"PME";"PL";"ZEUS";"34000";"MONTPELLIER"
"910";"432766947";"43276694700019";"60.20A";"51";"FRANCE TELEVISIONS";"GE";"";"ESP HENRI DE FRANCE";"75015";"PARIS 15"
"911";"432766947";"43276694700449";"60.20A";"32";"FRANCE TELEVISIONS";"GE";"ALL";"RAY GRASSI";"13008";"MARSEILLE 8"
"912";"432766947";"43276694700654";"60.20A";"32";"FRANCE TELEVISIONS";"GE";"RUE";"DES CUIRASSIERS";"69003";"LYON 3EME"
"913";"432766947";"43276694700704";"60.20A";"31";"FRANCE TELEVISIONS";"GE";"CHE";"DE LA CEPIERE";"31100";"TOULOUSE"
"914";"432766947";"43276694700779";"60.20A";"22";"FRANCE TELEVISIONS";"GE";"ALL";"JOHN NAPIER";"34000";"MONTPELLIER"
"915";"432766947";"43276694701181";"60.20A";"31";"FRANCE TELEVISIONS";"GE";"LD";"DESTRELLAN";"97122";"BAIE-MAHAULT"
"916";"432766947";"43276694701199";"60.20A";"0";"FRANCE TELEVISIONS";"GE";"RUE";"GLOANEC";"97500";"SAINT PIERRE"
"917";"432766947";"43276694701298";"60.20A";"0";"FRANCE TELEVISIONS";"GE";"RUE";"DES JARDINS";"97615";"PAMANDZI"
"918";"432766947";"43276694701595";"60.20A";"22";"FRANCE TELEVISIONS";"GE";"RUE";"ANDRE TOURANJON";"20090";"AJACCIO"
"919";"432799278";"43279927800036";"74.90B";"11";"ELA INNOVATION";"PME";"RUE";"MAURICE BEJART";"34080";"MONTPELLIER"
"920";"432882777";"43288277700019";"46.49Z";"NN";"SHIVA";"PME";"AV";"DU PONT JUVENAL";"34000";"MONTPELLIER"
"921";"432940088";"43294008800011";"88.10A";"01";"ASSOC BIEN ETRE CHEZ SOI";"PME";"RUE";"PIERRE BONNARD";"92260";"FONTENAY-AUX-ROSES"
"922";"432945079";"43294507900031";"73.11Z";"03";"DEFACTO";"PME";"CRS";"MIRABEAU";"11100";"NARBONNE"
"923";"433019858";"43301985800037";"70.22Z";"12";"VALORIS DEVELOPPEMENT";"PME";"RTE";"DE GRENADE";"31840";"SEILH"
"924";"433036282";"43303628200021";"94.99Z";"00";"CINEFONDATION";"PME";"RUE";"AMELIE";"75007";"PARIS 7"
"925";"433095718";"43309571800030";"94.99Z";"11";"PLANETE URGENCE";"PME";"AV";"PASTEUR";"93100";"MONTREUIL"
"926";"433175619";"43317561900033";"70.22Z";"03";"AGENCE TOURNEE GENERALE";"PME";"RUE";"GABRIEL PERI";"94200";"IVRY-SUR-SEINE"
"927";"433207594";"43320759400030";"85.59A";"12";"MAISON FAMILIALE DU LITTORAL OUEST";"PME";"AV";"PAULE BERTHELOT";"97360";"MANA"
"928";"433231156";"43323115600020";"94.99Z";"02";"ASS TIN HINAN";"PME";"";"LE GRAND MAIL VC";"34080";"MONTPELLIER"
"929";"433233566";"43323356600044";"94.99Z";"00";"ASS PARENTS THESES";"PME";"RUE";"DES JONCASSES";"34920";"LE CRES"
"930";"433234721";"43323472100044";"70.22Z";"03";"DOUGE INTERNATIONAL";"PME";"RUE";"DE LISBONNE";"75008";"PARIS 8"
"931";"433268091";"43326809100017";"62.02A";"11";"INTACTILE";"PME";"RUE";"DU CARRE DU ROI";"34000";"MONTPELLIER"
"932";"433349339";"43334933900013";"88.99B";"11";"LA COURTE ECHELLE";"PME";"RUE";"DE L ORME AU CHARRON";"77340";"PONTAULT-COMBAULT"
"933";"433369394";"43336939400013";"88.99B";"NN";"ASS COMITE DU SECOURS POPULAIRE FRANCAIS";"";"RUE";"DU CROUZET";"34770";"GIGEAN"
"934";"433443124";"43344312400022";"70.10Z";"11";"LAGARDERE ACTIVE";"GE";"RUE";"ANATOLE FRANCE";"92300";"LEVALLOIS-PERRET"
"935";"433454436";"43345443600059";"59.11C";"01";"METRONOMIC";"PME";"RUE";"TURGOT";"75009";"PARIS 9"
"936";"433488327";"43348832700019";"70.22Z";"01";"B TO B DESIGN";"PME";"RUE";"D ALCO";"34080";"MONTPELLIER"
"937";"433505880";"43350588000016";"70.22Z";"01";"QUARTIER GENERAL";"PME";"RUE";"DE LA FONTAINE AU ROI";"75011";"PARIS 11"
"938";"433547304";"43354730400033";"59.11A";"01";"ALTER EGO PRODUCTION";"PME";"RUE";"DE BOURGOGNE";"45000";"ORLEANS"
"939";"433561446";"43356144600017";"73.11Z";"00";"COMMUNIC'AVI";"PME";"RUE";"ST THOMAS";"89230";"PONTIGNY"
"940";"433588498";"43358849800033";"94.99Z";"02";"ASS QUARTIER LIBRE";"PME";"AV";"MONSEIGNEUR CLAVERIE";"30000";"NIMES"
"941";"433613627";"43361362700036";"90.01Z";"02";"LA COMPAGNIE MARTIIME LA PILOTINE";"PME";"RUE";"LEON MARES";"34070";"MONTPELLIER"
"942";"433652864";"43365286400334";"55.20Z";"21";"VACANCIEL";"ETI";"AV";"DES LANGORIES";"26000";"VALENCE"
"943";"433719812";"43371981201571";"82.99Z";"NN";"AG2R";"";"AV";"ALBERT EINSTEIN";"34000";"MONTPELLIER"
"944";"433747011";"43374701100032";"59.11C";"02";"OFFSHORE";"PME";"RUE";"SAINT MARC";"75002";"PARIS 2"
"945";"433749488";"43374948800014";"70.10Z";"00";"FDI DEVELOPPEMENT";"ETI";"AV";"DE PALAVAS";"34070";"MONTPELLIER"
"946";"433824455";"43382445500037";"94.99Z";"11";"UNION REG ASS COMMUNES FORESTIERES PACA";"PME";"";"VALABRE";"13120";"GARDANNE"
"947";"433839024";"43383902400026";"93.12Z";"21";"MONTPELLIER RUBGY CLUB SA.O.S.";"ETI";"AV";"DE VANIERES";"34070";"MONTPELLIER"
"948";"433885241";"43388524100144";"38.11Z";"12";"ONYX LANGUEDOC ROUSSILLON";"GE";"AV";"HENRI BECQUEREL";"34000";"MONTPELLIER"
"949";"433925229";"43392522900026";"30.20Z";"22";"KTK FRANCE SEATS";"PME";"LD";"ZONE INDUSTRIELLE";"42160";"ANDREZIEUX-BOUTHEON"
"950";"433940194";"43394019400023";"58.29C";"01";"DAVI";"PME";"RUE";"GODEFROY";"92800";"PUTEAUX"
"951";"433978616";"43397861600038";"73.11Z";"11";"STUDIO GAZOLINE";"PME";"RUE";"DIDEROT";"34000";"MONTPELLIER"
"952";"433981131";"43398113100025";"87.30A";"12";"SAS LE CLOS DES OLIVIERS";"PME";"CHE";"DU PUECH BOURDEL";"34230";"PLAISSAN"
"953";"433999356";"43399935600028";"78.20Z";"32";"RANDSTAD";"GE";"AV";"DU PRESIDENT WILSON";"93200";"SAINT-DENIS"
"954";"433999356";"43399935603519";"78.20Z";"02";"RANDSTAD";"GE";"AV";"CHARRIER";"30200";"BAGNOLS-SUR-CEZE"
"955";"433999356";"43399935604616";"78.20Z";"02";"RANDSTAD";"GE";"AV";"DE PALAVAS";"34070";"MONTPELLIER"
"956";"433999356";"43399935606140";"78.20Z";"02";"RANDSTAD";"GE";"RUE";"ETIENNE LENOIR";"34200";"SETE"
"957";"433999356";"43399935608666";"78.20Z";"02";"RANDSTAD";"GE";"CHE";"DES OLIVIERS";"34400";"LUNEL"
"958";"433999356";"43399935611074";"78.20Z";"11";"RANDSTAD";"GE";"RUE";"D ODIN";"34000";"MONTPELLIER"
"959";"433999356";"43399935611181";"78.20Z";"02";"RANDSTAD";"GE";"ALL";"DES VIGNERONS";"34500";"BEZIERS"
"960";"433999356";"43399935611413";"78.20Z";"02";"RANDSTAD";"GE";"ALL";"NORBERT WIENER";"30000";"NIMES"
"961";"433999356";"43399935611793";"78.20Z";"01";"RANDSTAD";"GE";"RUE";"DE LA MEGISSERIE";"12100";"MILLAU"
"962";"434011458";"43401145800024";"70.10Z";"32";"LESAFFRE INTERNATIONAL";"ETI";"RUE";"GABRIEL PERI";"59700";"MARCQ-EN-BAROEUL"
"963";"434105128";"43410512800038";"74.20Z";"0";"";"PME";"RUE";"LAKANAL";"34090";"MONTPELLIER"
"964";"434108486";"43410848600037";"58.29C";"0";"";"PME";"QUA";"LA TOURETTE";"07200";"MERCUER"
"965";"434134276";"43413427600048";"59.11B";"11";"AUFEMININ.COM PRODUCTIONS";"ETI";"RUE";"DU SENTIER";"75002";"PARIS 2"
